customer_id,internal_id,obligor_name,obligor_internal_risk_rating,tin,country,industry_code,industry_code_type,internal_credit_facility_id,origination_date,maturity_date,credit_facility_type,credit_facility_purpose,committed_exposure_global,utilized_exposure_global,credit_facility_currency,probability_of_default,loss_given_default,exposure_at_default,non_accrual_date,days_principal_or_interest_past_due,participation_flag,participation_interest,net_income_current,total_assets_current,long_term_debt,current_assets_current,current_liabilities_current,guarantor_flag,guarantor_internal_id,guarantor_name,guarantor_tin,guarantor_internal_risk_rating,entity_internal_id,entity_name,entity_internal_risk_rating,date_of_financials,date_of_last_audit,cash_marketable_securities,accounts_receivable_current,inventory_current,fixed_assets,total_assets_prior_year,current_liabilities_prior_year,short_term_debt,capital_expenditures,asc_326_20,special_purpose_entity_flag,other_credit_facility_type_description,original_internal_id,stock_exchange,ticker_symbol,cusip,original_internal_credit_facility_id,line_reported_on_fr_y_9c,line_of_business,cumulative_charge_offs,days_principal_or_interest_past_due.1,lien_position,security_type,interest_rate_variability,interest_rate_index,interest_rate_spread,interest_rate_ceiling,interest_rate_floor,interest_income_tax_status,guarantor_internal_risk_rating.1,entity_internal_risk_rating.1,net_sales_current,net_sales_prior_year,operating_income,depreciation_amortization,interest_expense,accounts_receivable_prior_year,inventory_prior_year,current_assets_prior_year,tangible_assets,total_assets_current.1,accounts_payable_current,accounts_payable_prior_year,current_maturities_of_long_term_debt,long_term_debt.1,minority_interest,total_liabilities,retained_earnings,lower_of_cost_or_market_flag,snc_internal_credit_id,renewal_date,prepayment_penalty_flag,entity_industry_code,leveraged_loan_flag,disposition_flag,disposition_schedule_shift,syndicated_loan_flag,target_hold,pcd_noncredit_discount,committed_exposure_global_par_value,utilized_exposure_global_par_value,committed_exposure_global_fair_value,utilized_exposure_global_fair_value,obligor_lei,primary_source_of_repayment_lei
CUSTP2CJFH,OBL2P36R4,XYZ Inc,AAA,12-3456789,DE,541512,GICS,FACVMZRIV,2010-09-09,2026-12-22,13,3,19260544,25482348,EUR,0.0965,0.888,1490848.0,2006-09-21,76.0,2,0.6851,10939022,735788391,28406115.0,232473202,183014003,bad,GRTIQQR1X,Individual,98-7654321,BB,ENT9P8OVX,Individual,AAA,2004-08-05,2004-05-15,54384308,86743416,53114044,52896846,227553101,167468039,2574963,19089825,4116948,2,Term Loan,VAL5439,Generic Text,Generic Text,976501,VAL1684,1,Generic Text,769538,482006,9,4,8,5,5.7437,1.1859,6.5293,2,Generic Text,Generic Text,529587,198763,512825,141983,225476,841292,71226,188794,526794,716131,387896,195163,249664,665034,119144,557019,247330,3,VAL3052,2019-07-15,3,539118,2,6,Generic Text,1,3.017,85953,794011,415217,198649,74887,YKXVVTIA7RSGL65YV0JO,8RZLEXQZQV7AJVXFKW5K
CUSTU590CI,OBLQA0LBT,XYZ Inc,CCC,12-3456789,ZZ,541512,GICS,FAC9K2D5C,1900-01-01,2030-02-02,13,18,999999999,37041579,EUR,35.12228403560358,10.72485258359433,22281129.0,2007-09-01,165.0,4,0.8555,-99999999,182655690,86703549.0,39657774035,20471118,3,GRTDPXKED,Individual,98-7654321,C,ENT4E4FV7,Trust,AAA,2002-02-26,1900-01-01,4471901971,8669401,46220610,183987682,551172893,8348780034,38410688,14486903,5501488,2,Term Loan,VAL3386,Generic Text,Generic Text,876743,VAL4449,6,Generic Text,429833,522401,2,9,8,2,1.4103,5.9915,6.372,1,Generic Text,Generic Text,432254,339058,215410,998258,521115,5235,399912,702587,853257,328059,551863,766048,36652,60477,821918,53722,380820,3,VAL6223,2019-07-15,3,164258,2,5,Generic Text,4,6.1652,89053,315847,573993,842937,354741,0JLBN5NA64XJO7LU91N9,WTADW3QKSWVVSWWVR06M
CUSTD3ECFR,OBLHOS5HV,Individual,BBB,12-3456789,IN,621111,SIC,FAC55A6CU,2006-04-03,2032-08-24,8,3,41287904,47000584,USD,0.2549,0.4057,24317787.0,2016-05-14,35.0,1,0.0546,INVALID,INVALID,92242943.0,425350476,135200035,2,GRTUQ1C00,Guarantee Corp,98-7654321,BB,ENT0POF39,Entity LLC,AAA,2017-03-18,corrupt,28323952,47495526,13421478,197815355,310011069,164688090,3710505,bad,6935181,1,Term Loan,VAL6002,Generic Text,Generic Text,115265,VAL6661,4,Generic Text,767873,265112,1,1,4,2,0.2333,5.7834,9.8209,1,Generic Text,Generic Text,410283,976176,927588,287610,997283,87131,564762,55029,209000,720776,596892,780436,982890,748402,137313,875656,958371,3,VAL5310,2023-12-31,3,105542,1,7,Generic Text,2,1.5266,829453,487970,412268,885213,770716,LRW9YI26QWETV1KFHW0E,PNDLP7TG42EQC37WAG48
CUST6CIL68,OBLQJABLD,Individual,AAA,12-3456789,DE,541512,GICS,FACVJBN2P,2000-12-07,2034-11-04,14,10,999999999,45124840,EUR,0.9999,0.8492,19272831.0,2020-09-26,26.0,1,0.9621,-99999999,287866425,66316741.0,28540630,178597516,3,GRT89IG7D,Guarantee Corp,98-7654321,C,ENTFPSZZP,Individual,AAA,2014-10-08,2011-10-30,127705824,76121493,78082318,141773062,712495656,60881304,32397000,10294842,1707995,1,Term Loan,VAL1573,Generic Text,Generic Text,569740,VAL4775,3,Generic Text,451696,4548,5,3,7,5,7.3018,8.9174,4.2996,2,Generic Text,Generic Text,671661,947429,720584,117687,179132,316874,549964,511030,799995,17216,385087,269906,5483,360749,398530,460601,324715,1,VAL2150,2023-12-31,2,574947,1,6,Generic Text,0,9.3672,330066,596675,620928,113648,631568,FXAN8CJ1B65HZCVUY1P1,J7XTSRC4WW0SBGRCSL6K
"CUST,001","OBL
001",Individual,,12345678X,XX,NAIC,GICS,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,201124317,121390634,4,"GRT,00X",Guarantee Corp,NA#,XX,"ENT,00X",Individual,AAA,2021-11-08,2005-03-12,139922733,83440793,74950283,27359383,121668326,107727866,34342910,8067779,1306173,2,Term Loan,VAL6715,Generic Text,Generic Text,383839,VAL2132,3,Generic Text,676019,678500,1,9,6,6,5.3796,5.3613,1.1834,1,Generic Text,Generic Text,739653,868860,859782,124009,310813,590039,532362,671377,766654,704924,434868,501274,307626,859827,249004,52580,6029,3,VAL4377,2019-07-15,3,639034,2,1,Generic Text,4,2.4633,893235,419626,643085,627078,440004,8ZOJYXVYNY4DVVSE6A2B,DVZVYSPXV8IFB8SZHLQM
"CUST,001","OBL
001",XYZ Inc,,12345678X,XX,NAIC,GICS,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,36344735,165132825,4,"GRT,00X",Individual,NA#,XX,"ENT,00X",Trust,C,2022-05-27,2006-12-17,216475846,12174489,21175771,191297479,845880626,20135763,28124341,7140372,2975517,2,Term Loan,VAL2945,Generic Text,Generic Text,957651,VAL1960,0,Generic Text,514080,764128,4,7,6,6,9.0298,8.2377,5.4652,2,Generic Text,Generic Text,603746,249768,306983,28160,984440,531867,712991,370067,16931,306249,301483,724583,409577,91491,419539,786546,426669,3,VAL7300,2020-01-01,3,173095,2,3,Generic Text,4,4.3404,533187,121509,506165,789045,221819,JSO334CFNJPD9T03CLAW,1R0S93R2Q7DNI8O1GJ3B
"CUST,001","OBL
001",ABC Corp,,12345678X,XX,NAIC,NAICS,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,433803884,132462571,3,"GRT,00X",Individual,NA#,XX,"ENT,00X",Individual,AAA,2001-06-15,2023-05-19,251617231,25621874,42439837,113212909,62414721,69481217,49012312,5097756,4897550,2,Term Loan,VAL1362,Generic Text,Generic Text,600450,VAL4579,3,Generic Text,438894,419575,3,1,1,1,1.3415,4.802,5.4047,1,Generic Text,Generic Text,36521,766372,584824,744251,159713,54789,316704,617037,312601,841107,715173,227626,18999,744929,197487,937462,921699,3,VAL6980,2023-12-31,3,633289,2,8,Generic Text,0,5.2343,837214,638962,122056,963360,876048,M0QNW8ZQYGP83US89184,VNQZLI8BL4HT8OQX8KS4
CUSTA4940L,OBL24LPMJ,Individual,CCC,12-3456789,XX1,621111,SIC,FAC1XJ7KE,2005-11-08,2032-11-24,9,8,34127967,8988488,GBP,0.2782,0.1265,23460525.0,2024-03-03,63.0,5,0.2418,-1737775,112908424,5305260.0,255419965,bad,1,GRTV15042,Guarantee Corp,98-7654321,C,ENTHUM4Z6,Trust,BB,2024-02-05,2022-06-19,bad,bad,17012753,bad,933514162,41902019,21720283,15451343,8920521,1,Term Loan,VAL6951,Generic Text,Generic Text,443094,VAL7801,1,Generic Text,795484,787615,7,5,8,9,8.0859,5.3033,4.5656,1,Generic Text,Generic Text,810807,902533,771012,631005,899876,426310,832188,777475,68400,952869,198709,562607,83349,480925,445523,117537,969996,1,VAL4196,2023-12-31,2,927525,2,1,Generic Text,0,1.1918,709788,682006,281276,792951,435850,PHBQ92741IQMYBZIH9DH,MDPOLH4KR0E9A54Z0Y1D
CUST2BMCGY,OBLPWAX6J,XYZ Inc,BBB,12-3456789,IN,541512,SIC,FAC7IVNPH,2006-01-30,2028-07-28,bad,28,29920254,7187231,EUR,0.0673,0.5462,14955216.0,2009-12-26,79.0,3,0.5498,4294024,INVALID,58692691.0,495926922,100873016,3,GRTQYMX81,Individual,98-7654321,AAA,ENTEBHLNM,Individual,AAA,2003-12-30,2007-04-09,85705180,81733432,26727851,bad,856648675,179438914,44471892,351014,64853,2,Term Loan,VAL6338,Generic Text,Generic Text,573384,VAL1140,6,Generic Text,140964,938611,2,5,7,1,6.7866,9.6483,4.4434,2,Generic Text,Generic Text,951149,657717,791781,118036,727235,659455,774712,105818,223187,180440,543794,82989,609033,936721,997314,141111,816000,2,VAL4700,2023-12-31,3,750504,1,4,Generic Text,4,8.4133,507043,687691,311870,874079,690474,G06YDBS4SKP8S3RZDMND,CATKS5PA7KC3VPSKD79O
CUSTY60CGY,OBLGTR2AY,ABC Corp,AAA,12-3456789,GB,999999,SIC,FACHRI8H7,2018-11-18,2032-04-11,9,7,19010461,17963028,GBP,0.1593,0.779,20275891.0,2001-11-28,172.0,5,0.485,16055884,755810824,65385575.0,195186070,40073438,1,GRTRP6WPF,Individual,98-7654321,AAA,ENTH6Z8L9,Individual,BB,2005-04-09,2019-06-20,115907808,89152501,30049337,82804632,703652341,110847721,39743392,15670146,5588050,1,Term Loan,VAL1739,Generic Text,Generic Text,477771,VAL5746,7,Generic Text,629070,340659,6,3,5,3,7.2502,7.3085,5.3954,1,Generic Text,Generic Text,784235,183168,666426,151109,344859,400740,451709,609880,933961,407070,947472,482154,362251,168460,589728,182941,346836,1,VAL9829,2020-01-01,1,948795,2,4,Generic Text,2,5.4685,728008,129730,87123,283167,483150,7G7SIUHG2W1IG2ZEJ64M,4RA77IC2VWRTHI2DNS7X
CUST2IM8Z3,OBLUCVD1T,XYZ Inc,CCC,12-3456789,GB,541512,GICS,FAC0B2MGT,2010-08-12,2029-12-13,15,10,17608110,11938961,INR,0.2386,0.15,19150113.0,2012-01-02,128.0,2,0.6861,-1893638,989443426,47172518.0,249252465,29075135,2,GRTSAAB1S,Guarantee Corp,98-7654321,AAA,ENTAEH67N,Individual,AAA,2024-09-29,2018-02-08,40271820,42133831,36821037,82160041,922394636,171808854,17316473,19343362,8374775,2,Term Loan,VAL1032,Generic Text,Generic Text,928912,VAL2995,5,Generic Text,169004,914073,5,5,6,4,9.1745,6.955,7.8219,1,Generic Text,Generic Text,512954,987886,624783,834171,553983,283235,649029,608891,508501,885522,164806,9153,80659,300360,558323,320287,448038,3,VAL5036,2020-01-01,3,374269,2,3,Generic Text,0,2.8382,780775,55532,639300,822913,400199,8ZTG5T4ZB5QCHDZKB939,6X2QM5O69BZ7EWR6ON7K
CUSTQVR2S1,OBLZBPM0P,"bad,value
",BBB,abcde123,US,999999,SIC,FACLD4Y3J,2003-01-06,2035-04-14,2,19,1097434,30065253,INR,0.1958,0.4188,9132313.0,2022-05-04,53.0,3,0.7914,18174119,412352161,53492187.0,376894662,156017290,2,"bad,value
",Guarantee Corp,98-7654321,BB,ENTS7PGWY,Individual,C,2022-09-14,2009-01-15,260875682,77097570,71400831,149277345,949981434,106075029,37198431,7917432,3923890,2,Term Loan,VAL2750,Generic Text,Generic Text,241559,VAL5300,0,Generic Text,729840,734630,8,6,9,8,2.0725,4.5835,0.6739,1,Generic Text,Generic Text,531520,851083,666713,307290,805365,465986,432048,200257,182955,522315,930955,724913,482416,419720,715590,642489,295113,3,VAL9557,2020-01-01,3,639464,2,9,Generic Text,3,7.4666,359008,262345,693763,795882,917395,MDTMEQ0PWDC1K9S93W7O,8R8ES7F5MNJIZR08GRCR
CUSTJ87RR1,OBLNI5V2C,ABC Corp,AAA,12-3456789,IN,621111,NAICS,FACG6K7X7,corrupt,2030-12-22,2,14,23125692,32041094,GBP,0.0434,0.1825,1161230.0,2015-08-30,22.0,3,0.3045,12029506,385289907,72423302.0,77467972,73592854,2,GRTNLW549,Guarantee Corp,98-7654321,AAA,ENTT2AY1X,Individual,C,2021-05-16,2016-08-07,172735653,27070997,76726484,195183697,221685889,27120725,5059582,bad,1670036,2,Term Loan,VAL5996,Generic Text,Generic Text,368057,VAL2216,0,Generic Text,105651,119084,8,0,6,7,4.6525,7.9431,2.3733,2,Generic Text,Generic Text,214807,452981,257903,264142,318823,868137,886126,982143,182351,14756,810086,109075,74635,931847,762570,436266,700082,2,VAL7089,2019-07-15,3,930785,2,7,Generic Text,2,6.8728,183027,827080,179032,335566,7080,BEKQZ5VVM0FPJ8V9UHHU,T2QERSRIQ51MI5659B2H
CUSTN1N0M6,OBLEWV5SF,Individual,AAA,12-3456789,GB,999999,SIC,FACWO0MKV,2019-04-16,corrupt,7,13,INVALID,30829651,GBP,0.1474,0.5871,19811166.0,2013-01-05,68.0,1,##,10260545,INVALID,34234352.0,309134198,23183440,3,GRTU7JOL3,Individual,98-7654321,AAA,ENT4Y2ODH,Trust,AAA,2019-05-26,2017-11-13,80048296,2672023,bad,61658702,971921081,36534225,6758833,19658172,8904169,2,Term Loan,VAL7369,Generic Text,Generic Text,266380,VAL8766,6,Generic Text,453933,339375,2,1,3,5,0.3267,4.1904,4.1802,1,Generic Text,Generic Text,313262,529311,170154,512020,554332,522451,278693,582991,503622,10636,353064,85179,263456,322550,380324,455213,623406,3,VAL7953,2020-01-01,1,378922,2,3,Generic Text,1,1.95,692683,648876,461892,347867,540236,6YX5LC9PIEKCU1B2HB2I,BC006I4ACWWQJXZE5IYT
CUSTW75K8J,OBL3K0CAI,"bad,value
",CCC,12-3456789,DE,621111,SIC,"bad,value
",2019-11-16,2034-04-17,4,8,999999999,44278038,INR,0.9999,0.148,8444044.0,2014-12-29,18.0,3,0.3531,-99999999,201092656,64776512.0,487428219,168213341,2,GRT50J1O7,Guarantee Corp,98-7654321,BB,ENT7MQAEP,Trust,AAA,2010-10-18,2021-01-23,177031808,49786834,66510408,153201078,411079279,94837333,18340862,4014468,7670740,2,Term Loan,VAL9189,Generic Text,Generic Text,245832,VAL6201,0,Generic Text,712938,293129,8,5,2,3,3.4765,6.7546,1.5258,2,Generic Text,Generic Text,445279,109323,64118,299509,273991,240361,411888,779847,315807,446139,585554,373086,747106,114988,551849,801605,878611,2,VAL2702,2019-07-15,1,470848,2,4,Generic Text,4,0.6044,987771,808819,739355,918224,740014,U1ESOQJDI9TTBNOX2UNH,STX3R6Y42XESBCDJSO0I
CUSTQW5NDH,OBL959NW8,XYZ Inc,AAA,12-3456789,IN,541512,NAICS,FACY1D3DX,2008-04-15,2028-12-19,19,29,999999999,5980075,USD,0.9999,0.5746,5343643.0,2012-08-12,71.0,1,0.3112,-99999999,6905550,25600993.0,132553057,61862723,4,GRTTX9S4N,Guarantee Corp,98-7654321,AAA,ENTG2TACQ,Trust,C,2022-01-29,2003-11-27,91292202,41659554,36479370,232612598,176822301,131959308,8023299,11917123,7397250,1,Term Loan,VAL5180,Generic Text,Generic Text,202226,VAL5028,3,Generic Text,600097,249459,4,0,8,0,0.2451,6.9736,0.9112,1,Generic Text,Generic Text,874290,98238,951705,703345,376479,980661,995160,390097,808584,413757,557223,807893,663749,758989,698467,992617,503571,2,VAL4734,2020-01-01,1,382337,2,4,Generic Text,3,0.3332,616106,815124,513123,955103,981572,WP9JMVXK5SV2KEDFXO9K,3ZG7M5I0EI0393SG45H7
CUSTJILSKJ,OBL5EIIBI,ABC Corp,CCC,12-3456789,US,999999,GICS,FACT6EE1S,2021-09-04,2028-01-19,0,22,22973312,25006179,GBP,##,0.2597,10237338.0,2002-07-05,78.0,3,0.842,15675646,519774349,97584459.0,416777774,107938541,2,GRTA3WLO9,Individual,98-7654321,C,"bad,value
",Entity LLC,C,2001-11-13,2011-07-08,259295145,36696592,66262348,128539512,284002026,11152108,34535630,1464713,5124721,1,Term Loan,VAL4850,Generic Text,Generic Text,480512,VAL9421,2,Generic Text,691135,757498,8,5,0,4,8.0824,1.2515,0.1209,1,Generic Text,Generic Text,470226,452321,999644,459864,206544,335647,756992,697170,66025,319150,193667,967284,115946,726461,588122,270393,569889,3,VAL1149,2023-12-31,1,605105,2,1,Generic Text,2,0.4766,483313,131934,787952,135191,762711,XC6GGNIYIF8ADWSKTT2D,96L53D1TW3202OWH72HK
"CUST,001","OBL
001",XYZ Inc,,12345678X,XX,NAIC,NAICS,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,476810865,120734103,4,"GRT,00X",Guarantee Corp,NA#,XX,"ENT,00X",Individual,C,2014-12-02,2009-10-05,100468326,60030521,52544259,199999343,819244984,92821323,36159598,18478877,6357573,1,Term Loan,VAL3790,Generic Text,Generic Text,280783,VAL9911,5,Generic Text,530414,506915,1,4,7,8,5.2895,5.6816,5.7651,2,Generic Text,Generic Text,194167,518817,860520,215212,674253,798063,111015,326230,755580,243898,822984,210778,633591,138973,59048,228480,230708,2,VAL6344,2023-12-31,1,728418,2,1,Generic Text,4,5.9072,340224,909947,110254,895769,568368,S8AQENZ8VHRZM8DU5C0A,8HG1GMK0RPYYBNP18RH1
CUST0W94ZO,OBL1UFS2U,Individual,BBB,12-3456789,GB,621111,SIC,FAC48CH7C,2015-05-26,2034-12-26,2,30,22019485,43876326,EUR,0.0101,0.8726,21558102.0,2021-06-24,42.0,bad,0.2662,18734520,887111192,54487805.0,424602736,145049999,1,GRTTBKC8V,Guarantee Corp,98-7654321,BB,ENTBO6U4G,Trust,C,2012-05-09,2016-05-21,226289893,85135027,75440939,172531084,822760320,bad,14561386,bad,5193581,2,Term Loan,VAL3593,Generic Text,Generic Text,914614,VAL7915,3,Generic Text,478141,116411,9,4,4,9,4.7406,0.6343,5.6201,1,Generic Text,Generic Text,745087,826247,538497,151575,345475,454863,529306,740492,772398,193404,948777,91017,488097,458498,362484,475016,796280,2,VAL2766,2019-07-15,1,607699,2,1,Generic Text,0,2.8368,802208,186544,241232,205823,13558,C7SNMF2ETN0200Z4G6YA,NU7WZBVNJ2JFC4DU70EG
"CUST,001","OBL
001",ABC Corp,,12345678X,ZZ,NAIC,SIC,"FAC,123",1900-01-01,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,21550928058,72442172,4,"GRT,00X",Guarantee Corp,NA#,XX,"ENT,00X",Trust,C,2012-10-28,1900-01-01,24380743808,31801988,79980385,539340736,485245598,139551945,49799703,18708001,393267,2,Term Loan,VAL3840,Generic Text,Generic Text,755153,VAL2323,8,Generic Text,623209,990360,5,7,2,6,8.5764,7.304,6.3799,2,Generic Text,Generic Text,826305,558069,416641,68889,409298,670877,941800,894833,496651,884179,619546,481390,257677,633447,299311,51718,895399,3,VAL1397,2020-01-01,2,69221,1,0,Generic Text,1,1.4773,636153,405995,712745,707864,85111,S9AN84STTLQA2ILGHPV5,MJ7TA36B5D9MOCHG4CS0
CUST1PONE8,OBLKBM48H,Individual,BBB,12-3456789,IN,999999,GICS,FACY3UXD2,2021-06-06,2035-08-21,1,12,29993882,30839321,INR,0.0336,0.5618,24073643.0,2008-02-13,41.0,3,0.0691,17404782,768242543,59556350.0,173132286,148234001,1,GRTIU1QF0,Guarantee Corp,98-7654321,AAA,ENTC4VOLT,Individual,BB,2002-11-27,2009-08-14,211378070,56207448,52842384,186897751,550523643,49667931,31883662,6611846,7830568,1,Term Loan,VAL4583,Generic Text,Generic Text,734585,VAL9778,2,Generic Text,36270,334085,7,7,1,5,9.4961,0.7848,3.2003,2,Generic Text,Generic Text,937500,243260,80044,584829,372095,608681,917737,479735,311662,793508,649119,125682,578410,200012,751243,75652,346595,2,VAL2025,2019-07-15,1,355485,1,9,Generic Text,1,2.3425,650251,814993,637319,508234,453018,SPYTVM02J5P8S9W4NOU6,E2ZQC8NHIM6GT80IYKTA
"CUST,001","OBL
001",XYZ Inc,,12345678X,XX,NAIC,SIC,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,49796949,60980967,3,"GRT,00X",Guarantee Corp,NA#,XX,"ENT,00X",Trust,AAA,2019-08-27,2024-08-19,78558136,14423369,63143808,232618885,211888550,64737932,2398055,9808863,3446848,2,Term Loan,VAL3084,Generic Text,Generic Text,320417,VAL3596,0,Generic Text,28726,330788,8,7,2,4,3.7397,5.6334,3.4129,2,Generic Text,Generic Text,27291,234786,892317,658562,329238,333756,644978,342922,288268,43100,537877,662101,435167,818296,701475,672675,786769,3,VAL7069,2020-01-01,3,331744,2,5,Generic Text,0,1.6306,631035,500220,377991,298812,181837,YWKRRUE7WYM3CUVEHJTH,EI5ADHUMQ155VICNSNUC
CUSTSU73RO,OBL32J6BH,XYZ Inc,CCC,12-3456789,GB,621111,GICS,FACWQZZWQ,2021-04-09,2031-05-17,19,4,49679337,49093058,GBP,0.1486,0.5612,1748840.0,2021-10-23,42.0,2,0.0698,INVALID,INVALID,87623852.0,303799312,127959539,2,GRTBZ7WTZ,Guarantee Corp,98-7654321,BB,ENTGYCO4Q,"bad,value
",AAA,corrupt,2004-10-24,52661048,26263260,17953704,195529864,575465593,100325330,10042462,19662821,4412265,2,Term Loan,VAL7988,Generic Text,Generic Text,991022,VAL8686,6,Generic Text,352161,107459,8,1,0,2,1.1267,1.6308,0.4838,2,Generic Text,Generic Text,441294,111668,667132,509512,986792,470275,348130,620085,438334,740129,335304,820274,775204,182814,316995,793820,572507,3,VAL6171,2023-12-31,1,842005,2,5,Generic Text,4,7.8607,487645,739265,383070,465917,612730,L09IEHBCSCHGOWF70ISF,78FCAX1WJFV18R4EF5EG
CUSTW3XFN5,OBLOUGSP1,XYZ Inc,BBB,12-3456789,DE,999999,SIC,FACH8P84I,2008-11-19,2029-07-24,3,8,18508545,24892124,EUR,0.1946,0.6648,17999573.0,2022-03-10,124.0,3,0.2612,1030698,969008081,41208224.0,bad,11191738,3,GRT3Y2O37,Guarantee Corp,abcde123,C,ENT9XOPM1,Trust,C,2013-05-09,2014-03-26,276270969,32306018,21040980,248096837,323786443,180862647,45480567,13234735,bad,2,Term Loan,VAL5270,Generic Text,Generic Text,973250,VAL4119,6,Generic Text,667232,398804,4,8,6,0,2.4657,1.0388,4.3962,1,Generic Text,Generic Text,360494,748215,624500,33942,41097,198987,473540,489461,388675,617168,515633,929173,938095,264431,273163,180235,975379,1,VAL6546,2020-01-01,2,169640,2,3,Generic Text,1,8.0593,598205,355613,697079,946954,645924,Z5NQWFR66Y2ZEA0UWG2S,AAUF3L2VFBVMWLPOE9HX
"CUST,001","OBL
001",ABC Corp,,12345678X,XX,NAIC,NAICS,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,350949241,58031524,4,"GRT,00X",Individual,NA#,XX,"ENT,00X",Entity LLC,BB,2011-09-12,2000-07-11,92925573,56606091,40021464,8657387,231581899,40826681,23636333,10831138,3458227,1,Term Loan,VAL7078,Generic Text,Generic Text,328335,VAL3082,3,Generic Text,810427,336643,8,4,2,8,9.2304,0.6983,9.0264,1,Generic Text,Generic Text,415827,792626,184041,408854,838512,275599,548404,856012,783602,889972,477456,309039,128475,131407,509074,988157,329686,2,VAL5106,2020-01-01,3,314736,2,4,Generic Text,0,8.5938,16935,758282,10448,94687,590466,VIDLN8S3UI8JKTLRK5AA,FSI8ULESBAG70EDUMTJR
CUSTI2T6RD,OBLUX2HRL,Individual,AAA,12-3456789,US,541512,SIC,FACUHFE0H,2016-02-24,2031-01-07,19,9,47188428,7301359,GBP,0.1719,0.8009,13513778.0,2010-07-15,40.0,4,0.0695,2498099,523947941,34409116.0,434450631,126971331,4,GRTTGGC7A,Individual,98-7654321,BB,ENTXEL5B4,Entity LLC,AAA,2005-10-15,2017-01-04,32727789,68128650,11588006,183497792,592854767,8238195,14688394,3619259,7895607,2,Term Loan,VAL7327,Generic Text,Generic Text,674360,VAL3830,7,Generic Text,448814,633807,4,9,0,8,5.906,1.5028,0.4786,2,Generic Text,Generic Text,519212,56264,318083,572273,350332,200126,946687,870244,648832,191177,115399,103147,152081,26725,99361,878307,945659,1,VAL2549,2020-01-01,3,514894,1,1,Generic Text,4,3.3737,794591,382358,427406,481564,624927,DU56AQ3Z1NOV0NSX447I,QR65UZ41BHJ1B051D1GX
CUSTKP0Q4M,OBL5HT2DZ,XYZ Inc,CCC,12-3456789,GB,621111,SIC,FACG3VDQU,2002-08-21,2026-10-27,16,25,40128524,23337086,USD,0.1884,0.4604,19824200.0,2010-01-13,45.0,1,0.4083,4025543,12829807,60665778.0,379408258,66410487,1,GRTDMUYEV,Individual,98-7654321,AAA,ENTYD1L5C,Individual,AAA,2020-01-29,2017-03-08,213707046,53102046,71390624,62984851,4429430,134404454,41125889,3253350,8686499,2,Term Loan,VAL6073,Generic Text,Generic Text,832087,VAL3143,4,Generic Text,962242,207130,7,0,4,5,5.1348,9.9953,1.5945,2,Generic Text,Generic Text,412173,359851,666823,227238,839619,158108,969318,924711,661639,177272,673491,569598,669477,978037,849881,465097,479718,3,VAL3464,2023-12-31,2,988693,1,5,Generic Text,4,3.2491,495804,464699,121073,684485,9434,R56BW79UECFGW1WTLSV3,ETGB3Y0GIS4F1U504GE5
CUST1RKEHS,OBLN2QHJH,Individual,CCC,12-3456789,GB,541512,GICS,FACTLW0ET,2019-08-02,2034-03-15,7,31,12392401,24817633,GBP,0.258,0.4349,18739588.0,2018-06-16,155.0,4,0.4217,15714671,583892685,85260998.0,411015886,5083635,2,GRT2D2NIS,Individual,98-7654321,C,ENTWZ32II,Trust,AAA,2002-06-16,2021-08-01,125778312,81933374,9254896,13476500,926502049,149750195,26131234,11205692,68264,2,Term Loan,VAL1875,Generic Text,Generic Text,769887,VAL2584,0,Generic Text,674992,756271,9,0,6,4,1.189,2.5496,4.9808,1,Generic Text,Generic Text,643614,576584,894157,839407,648226,682438,645661,288637,776498,71645,8305,398579,196948,820003,919941,239557,351044,3,VAL9747,2020-01-01,1,747741,1,1,Generic Text,1,8.4329,547554,45218,40684,919453,385000,KV22PNIRXR6L9V4Z83CC,1N9IAXH6DX56WV8QDFNL
